Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type
Integrated product-process design to suggest appropriate manufacturing technology: a review;The International Journal of Advanced Manufacturing Technology;;91;01/abr;10.1007/s00170-016-9765-z;Uzair Khaleeq uz ZamanAli SiadatMickael RivetteAamer Ahmed BaqaiLihong Qiao;2017;http://link.springer.com/article/10.1007/s00170-016-9765-z;Article
Integration Platform as a Service;Business & Information Systems Engineering;;59;5;10.1007/s12599-017-0486-0;Dr. Nico EbertProf. Dr. Kristin WeberDr. Stefan Koruna;2017;http://link.springer.com/article/10.1007/s12599-017-0486-0;Article
Intelligent Sensing for Citizen Science;Mobile Networks and Applications;;21;2;10.1007/s11036-016-0682-z;Michael J. O’GradyConor MuldoonDominic CarrJie WanBarnard KroonGregory M. P. O’Hare;2016;http://link.springer.com/article/10.1007/s11036-016-0682-z;Article
Intelligent assembly system for mechanical products and key technology based on internet of things;Journal of Intelligent Manufacturing;;28;2;10.1007/s10845-014-0976-6;Mingzhou LiuJing MaLing LinMaogen GeQiang WangConghu Liu;2017;http://link.springer.com/article/10.1007/s10845-014-0976-6;Article
International stability in a digital world: emerging trends in machine intelligence, environmental sustainability and society;AI & SOCIETY;;33;2;10.1007/s00146-018-0811-2;Larry Stapleton;2018;http://link.springer.com/article/10.1007/s00146-018-0811-2;Article
Internet of Things technology-based management methods for environmental specimen banks;Environmental Science and Pollution Research;;22;3;10.1007/s11356-014-2595-3;Lihong PengQian WangAng Yu;2015;http://link.springer.com/article/10.1007/s11356-014-2595-3;Article
Internet of connected ServGoods: Considerations, consequences and concerns;Journal of Systems Science and Systems Engineering;;24;2;10.1007/s11518-015-5273-1;James M. Tien;2015;http://link.springer.com/article/10.1007/s11518-015-5273-1;Article
Interorganizational dependence, information transparency in interorganizational information systems, and supply chain performance;European Journal of Information Systems;;26;2;10.1057/s41303-017-0038-1;Bangho ChoSung Yul RyooKyung Kyu Kim;2017;http://link.springer.com/article/10.1057/s41303-017-0038-1;Article
Interview with Ralf von Baer on “Health Telematics and eHealth”;Business & Information Systems Engineering;;5;1;10.1007/s12599-012-0247-z;Prof. Dr. Stefan Kirn;2013;http://link.springer.com/article/10.1007/s12599-012-0247-z;Article
Introduction;Ethics and Information Technology;;18;1;10.1007/s10676-016-9395-z;Bart van der Sloot;2016;http://link.springer.com/article/10.1007/s10676-016-9395-z;Article
Investment decision-making and coordination of a three-stage supply chain considering Data Company in the Big Data era;Annals of Operations Research;;;;10.1007/s10479-018-2783-5;Pan LiuShu-ping Yi;2018;http://link.springer.com/article/10.1007/s10479-018-2783-5;Article
IoT Challenges;Communications in Mobile Computing;;1;1;10.1186/2192-1121-1-9;Rob van KranenburgAlex Bassi;2012;http://link.springer.com/article/10.1186/2192-1121-1-9;Article
IoT sensing framework with inter-cloud computing capability in vehicular networking;Electronic Commerce Research;;14;3;10.1007/s10660-014-9147-2;Jiafu WanCaifeng ZouKeliang ZhouRongshuang LuDi Li;2014;http://link.springer.com/article/10.1007/s10660-014-9147-2;Article
Is big data for big farming or for everyone? Perceptions in the Australian grains industry;Agronomy for Sustainable Development;;38;3;10.1007/s13593-018-0501-y;Aysha FlemingEmma JakkuLilly Lim-CamachoBruce TaylorPeter Thorburn;2018;http://link.springer.com/article/10.1007/s13593-018-0501-y;Article
JarvSis: a distributed scheduler for IoT applications;Cluster Computing;;20;2;10.1007/s10586-017-0836-1;M. De BenedettiF. MessinaG. PappalardoC. Santoro;2017;http://link.springer.com/article/10.1007/s10586-017-0836-1;Article
KYC Optimization Using Distributed Ledger Technology;Business & Information Systems Engineering;;59;6;10.1007/s12599-017-0504-2;José Parra MoyanoOmri Ross;2017;http://link.springer.com/article/10.1007/s12599-017-0504-2;Article
Knowledge-based, smart and sustainable cities: a provocation for a conceptual framework;Journal of Open Innovation: Technology, Market, and Complexity;;4;1;10.1186/s40852-018-0087-2;Daniel Lage ChangJamile Sabatini-MarquesEduardo Moreira da CostaPaulo Mauricio SeligTan Yigitcanlar;2018;http://link.springer.com/article/10.1186/s40852-018-0087-2;Article
Laser-induced breakdown spectroscopy application in environmental monitoring of water quality: a review;Environmental Monitoring and Assessment;;186;12;10.1007/s10661-014-4058-1;Xiaodong YuYang LiXiaofeng GuJiming BaoHuizhong YangLi Sun;2014;http://link.springer.com/article/10.1007/s10661-014-4058-1;Article
Learning and open data in sustainability transitions: evolutionary implications of the theory of probabilistic functionalism;Environment Systems and Decisions;;38;1;10.1007/s10669-017-9668-z;Masaru Yarime;2018;http://link.springer.com/article/10.1007/s10669-017-9668-z;Article
Life Cycle of Smart Contracts in Blockchain Ecosystems;Datenschutz und Datensicherheit - DuD;;41;8;10.1007/s11623-017-0819-7;Christian SillaberBernhard Waltl;2017;http://link.springer.com/article/10.1007/s11623-017-0819-7;Article
Life cycle assessment of spectrally tunable light engines;The International Journal of Life Cycle Assessment;;23;2;10.1007/s11367-017-1313-z;Gabriela BenvenisteMariano PerálvarezJorge HigueraJosep Carreras;2018;http://link.springer.com/article/10.1007/s11367-017-1313-z;Article
Lightweight secure storage model with fault-tolerance in cloud environment;Electronic Commerce Research;;14;3;10.1007/s10660-014-9140-9;Muhra AhmedQuang Hieu VuRasool AsalHassan Al MuhairiChan Yeob Yeun;2014;http://link.springer.com/article/10.1007/s10660-014-9140-9;Article
Lightweight urban computation interchange (LUCI): a system to couple heterogeneous simulations and views;Spatial Information Research;;24;3;10.1007/s41324-016-0025-y;Lukas TreyerBernhard KleinReinhard KönigChristine Meixner;2016;http://link.springer.com/article/10.1007/s41324-016-0025-y;Article
Linked Data in Business;Business & Information Systems Engineering;;58;5;10.1007/s12599-016-0446-0;Prof. Dr. Witold AbramowiczProf. Dr. Sören AuerDr. Tom Heath;2016;http://link.springer.com/article/10.1007/s12599-016-0446-0;Article
Literature review analytics (LRA) on sustainable cold-chain for perishable food products: research trends and future directions;OPSEARCH;;;;10.1007/s12597-018-0338-9;Prem VratRachita GuptaAman BhatnagarDevendra Kumar PathakVijayta Fulzele;2018;http://link.springer.com/article/10.1007/s12597-018-0338-9;Article
Logistics 4.0 and emerging sustainable business models;Advances in Manufacturing;;5;4;10.1007/s40436-017-0198-1;Jan Ola StrandhagenLogan Reed VallandinghamGiuseppe FragapaneJo Wessel StrandhagenAili Biriita Hætta StangelandNakul Sharma;2017;http://link.springer.com/article/10.1007/s40436-017-0198-1;Article
Long-life application;Personal and Ubiquitous Computing;;21;6;10.1007/s00779-017-1077-2;Riadh KarchoudArantza IllarramendiSergio IlarriPhilippe RooseMarc Dalmau;2017;http://link.springer.com/article/10.1007/s00779-017-1077-2;Article
Low power mode energy demand of household appliances—SELINA and APP projects;Energy Efficiency;;10;5;10.1007/s12053-017-9518-3;Carlos PatrãoAníbal T. de AlmeidaBob HarrisonBarbara SchlomannMelissa DamnicsPaula Fonseca;2017;http://link.springer.com/article/10.1007/s12053-017-9518-3;Article
Low-carbon emission development in Asia: energy sector, waste management and environmental management system;Clean Technologies and Environmental Policy;;20;3;10.1007/s10098-018-1512-8;Chew Tin LeeNor Erniza Mohammad RozaliYee Van FanJirí Jaromír KlemešSirintornthep Towprayoon;2018;http://link.springer.com/article/10.1007/s10098-018-1512-8;Article
Luxury brand-building and development: new global challenges, new business models;Journal of Brand Management;;;;10.1057/s41262-018-0093-5;Michel GutsatzKlaus Heine;2018;http://link.springer.com/article/10.1057/s41262-018-0093-5;Article
Machine health management in smart factory: A review;Journal of Mechanical Science and Technology;;32;3;10.1007/s12206-018-0201-1;Gil-Yong LeeMincheol KimYing-Jun QuanMin-Sik KimThomas Joon Young KimHae-Sung YoonSangkee MinDong-Hyeon KimJeong-Wook MunJin Woo OhIn Gyu ChoiChung-Soo KimWon-Shik ChuJinkyu YangBinayak BhandariChoon-Man Lee;2018;http://link.springer.com/article/10.1007/s12206-018-0201-1;Article
Major motivations for extract method refactorings: analysis based on interviews and change histories;Frontiers of Computer Science;;10;4;10.1007/s11704-016-5131-4;Wenmei LiuHui Liu;2016;http://link.springer.com/article/10.1007/s11704-016-5131-4;Article
Maker Cultures and the Prospects for Technological Action;Science and Engineering Ethics;;;;10.1007/s11948-016-9796-8;Susana NascimentoAlexandre Pólvora;2016;http://link.springer.com/article/10.1007/s11948-016-9796-8;Article
Managing Socio-Ethical Challenges in the Development of Smart Farming: From a Fragmented to a Comprehensive Approach for Responsible Research and Innovation;Journal of Agricultural and Environmental Ethics;;;;10.1007/s10806-017-9704-5;C. EastwoodL. KlerkxM. AyreB. Dela Rue;2017;http://link.springer.com/article/10.1007/s10806-017-9704-5;Article
Managing Urban Resilience;Informatik-Spektrum;;40;1;10.1007/s00287-016-1005-2;Bernhard KleinReinhard KoenigGerhard Schmitt;2017;http://link.springer.com/article/10.1007/s00287-016-1005-2;Article
Manufacturing Supply Chain and Product Lifecycle Security in the Era of Industry 4.0;Journal of Hardware and Systems Security;;2;1;10.1007/s41635-017-0031-0;Sujit Rokka ChhetriSina FaeziNafiul RashidMohammad Abdullah Al Faruque;2018;http://link.springer.com/article/10.1007/s41635-017-0031-0;Article
MapReduce Based Parallel Bayesian Network for Manufacturing Quality Control;Chinese Journal of Mechanical Engineering;;30;5;10.1007/s10033-017-0179-0;Mao-Kuan ZhengXin-Guo MingXian-Yu ZhangGuo-Ming Li;2017;http://link.springer.com/article/10.1007/s10033-017-0179-0;Article
Mapping the intellectual structure of the Internet of Things (IoT) field (2000–2014): a co-word analysis;Scientometrics;;105;2;10.1007/s11192-015-1740-1;Bei-Ni YanTian-Shyug LeeTsung-Pei Lee;2015;http://link.springer.com/article/10.1007/s11192-015-1740-1;Article
Mapping the values of IoT;Journal of Information Technology;;;;10.1057/s41265-018-0054-1;Razvan NicolescuMichael HuthPetar RadanlievDavid De Roure;2018;http://link.springer.com/article/10.1057/s41265-018-0054-1;Article
Materials informatics;Journal of Intelligent Manufacturing;;;;10.1007/s10845-018-1392-0;Seeram RamakrishnaTong-Yi ZhangWen-Cong LuQuan QianJonathan Sze Choong LowJeremy Heiarii Ronald YuneDaren Zong Loong TanStéphane BressanStefano SanvitoSurya R. Kalidindi;2018;http://link.springer.com/article/10.1007/s10845-018-1392-0;Article
Mathematical Modeling for Virtualization in Food Processing;Food Engineering Reviews;;9;4;10.1007/s12393-017-9161-y;Ferruh ErdogduFabrizio SarghiniFrancesco Marra;2017;http://link.springer.com/article/10.1007/s12393-017-9161-y;Article
Meeting abstracts from International Conference on Prevention & Infection Control (ICPIC 2017);Antimicrobial Resistance & Infection Control;;6;3;10.1186/s13756-017-0201-4;;2017;http://link.springer.com/article/10.1186/s13756-017-0201-4;Article
Meta Modeling for Business Process Improvement;Business & Information Systems Engineering;;59;4;10.1007/s12599-017-0477-1;Dr. Florian JohannsenProf. Dr. Hans-Georg Fill;2017;http://link.springer.com/article/10.1007/s12599-017-0477-1;Article
Meta3: a code generator framework for domain-specific languages;Software & Systems Modeling;;;;10.1007/s10270-018-0673-6;Gábor KövesdánLászló Lengyel;2018;http://link.springer.com/article/10.1007/s10270-018-0673-6;Article
Metamodel for integration of Internet of Things, Social Networks, the Cloud and Industry 4.0;Journal of Ambient Intelligence and Humanized Computing;;;;10.1007/s12652-017-0469-5;José Ignacio Rodríguez MolanoJuan Manuel Cueva LovelleCarlos Enrique MontenegroJ. Javier Rainer GranadosRubén González Crespo;2017;http://link.springer.com/article/10.1007/s12652-017-0469-5;Article
Metamodel to support decision-making from open government data;Journal of Ambient Intelligence and Humanized Computing;;;;10.1007/s12652-016-0443-7;Luz Andrea Rodríguez RojasJuan Manuel Cueva LovelleGiovanny Mauricio Tarazona BermúdezCarlos Enrique MontenegroElena Giménez de OryRubén Arístides González Crespo;2017;http://link.springer.com/article/10.1007/s12652-016-0443-7;Article
Methods of group authentication for low-resource vehicle and flying self-organizing networks;Automatic Control and Computer Sciences;;51;8;10.3103/S014641161708003X;E. B. Aleksandrova;2017;http://link.springer.com/article/10.3103/S014641161708003X;Article
Mitigation of the bullwhip effect considering trust and collaboration in supply chain management: a literature review;The International Journal of Advanced Manufacturing Technology;;77;01/abr;10.1007/s00170-014-6444-9;Marly Mizue Kaibara de AlmeidaFernando Augusto Silva MarinsAndréia Maria Pedro SalgadoFernando César Almada SantosSérgio Luis da Silva;2015;http://link.springer.com/article/10.1007/s00170-014-6444-9;Article
Mobile digcovery: discovering and interacting with the world through the Internet of things;Personal and Ubiquitous Computing;;18;2;10.1007/s00779-013-0648-0;Antonio J. JaraPablo LopezDavid FernandezJose F. CastilloMiguel A. ZamoraAntonio F. Skarmeta;2014;http://link.springer.com/article/10.1007/s00779-013-0648-0;Article
Mobile platforms and ecosystems;Journal of Information Technology;;30;3;10.1057/jit.2015.22;Carsten SørensenMark de ReuverRahul C Basole;2015;http://link.springer.com/article/10.1057/jit.2015.22;Article
Mobility management for IoT: a survey;EURASIP Journal on Wireless Communications and Networking;;2016;1;10.1186/s13638-016-0659-4;Safwan M. GhalebShamala SubramaniamZuriati Ahmed ZukarnainAbdullah Muhammed;2016;http://link.springer.com/article/10.1186/s13638-016-0659-4;Article
Modeling and optimization of manufacturing process performance using Modelica graphical representation and process analytics formalism;Journal of Intelligent Manufacturing;;;;10.1007/s10845-015-1178-6;G. ShaoA. BrodskyR. Miller;2015;http://link.springer.com/article/10.1007/s10845-015-1178-6;Article
Modeling continuance intention towards Mobile Travel Service System (MTSS): a theoretical perspective of motivation and dependency;Review of Managerial Science;;;;10.1007/s11846-017-0257-9;Chou-Kang ChiuChieh-Peng LinKuang-Jung ChenChu-Mei LiuHwa-Chun Ma;2017;http://link.springer.com/article/10.1007/s11846-017-0257-9;Article
Modelling cyber security for software-defined networks those grow strong when exposed to threats;Journal of Reliable Intelligent Environments;;1;02/abr;10.1007/s40860-015-0008-0;Usama AhmedImran RazaSyed Asad HussainAmjad AliMuddesar IqbalXinheng Wang;2015;http://link.springer.com/article/10.1007/s40860-015-0008-0;Article
Modelling information curation platform to improve efficiencies of smart public services;Spatial Information Research;;25;6;10.1007/s41324-017-0131-5;Mi-yun Kim;2017;http://link.springer.com/article/10.1007/s41324-017-0131-5;Article
Models for the modern power grid;The European Physical Journal Special Topics;;223;12;10.1140/epjst/e2014-02219-6;Pedro H.J. NardelliNicolas RubidoChengwei WangMurilo S. BaptistaCarlos Pomalaza-RaezPaulo CardieriMatti Latva-aho;2014;http://link.springer.com/article/10.1140/epjst/e2014-02219-6;Article
Modern Cars’ Insatiable Appetite for Data;ATZ worldwide;;119;4;10.1007/s38311-017-0028-x;Dipl.-Ing. (FH) Andreas Burkert;2017;http://link.springer.com/article/10.1007/s38311-017-0028-x;Article
Move and Improve: a Market-Based Mechanism for the Multiple Depot Multiple Travelling Salesmen Problem;Journal of Intelligent & Robotic Systems;;85;2;10.1007/s10846-016-0400-x;Anis KoubâaOmar CheikhrouhouHachemi BennaceurMohamed-Foued SritiYasir JavedAdel Ammar;2017;http://link.springer.com/article/10.1007/s10846-016-0400-x;Article
Multi-access edge computing: open issues, challenges and future perspectives;Journal of Cloud Computing;;6;1;10.1186/s13677-017-0097-9;Sonia ShahzadiMuddesar IqbalTasos DagiuklasZia Ul Qayyum;2017;http://link.springer.com/article/10.1186/s13677-017-0097-9;Article
Multi-dimensional intelligence in smart physical objects;Information Systems Frontiers;;;;10.1007/s10796-017-9758-y;Federica CenaLuca ConsoleAssunta MatassaIlaria Torre;2017;http://link.springer.com/article/10.1007/s10796-017-9758-y;Article
Multi-domain SDN controller federation in hybrid FiWi-MANET networks;EURASIP Journal on Wireless Communications and Networking;;2018;1;10.1186/s13638-018-1119-0;Paolo BellavistaCarlo GiannelliThomas LagkasPanagiotis Sarigiannidis;2018;http://link.springer.com/article/10.1186/s13638-018-1119-0;Article
